// 8 25
// 9 24
// 9 24.5
// 8 25.5
// The following stables colored squares:
CS (44, 380) (71, 1241) - 1 5 14 6 20 6 15 1 6 1 20 1 5 16 6 17 1 6 1 18 1 6 1 17 6 16 5 1 20 1 6 1 15 6 20 6 14 5 1 19 6 16 6 19
CS (64, 504) (71, 2156) - 1 5 12 2 2 2 8 4 16 6 16 6 19 1 5 14 5 1 19 6 16 6 16 4 8 2 2 2 12 5 1 19 6 14 5 1 19 7 1 13 4 10 4 12 4 12 4 10 4 12 4 12 4 10 4 13 1 7 19 1 5 14 6 19
OSO (19, 163) (72, 3174) - 1 5 14 5 1 19 6 16 6 17 1 6 1 17 6 16 5 1 20
CS (56, 484) (72, 639) - 1 5 12 4 14 5 1 20 1 5 14 4 10 4 14 5 1 20 1 5 14 4 12 5 1 19 6 16 6 20 6 14 5 1 18 1 6 1 17 6 18 6 17 1 6 1 18 1 5 14 6 20 6 16 6 19
CS (76, 636) (72, 487) - 1 5 12 4 10 2 4 2 8 4 16 6 18 6 17 1 6 1 18 1 5 14 6 20 6 16 6 20 6 14 5 1 18 1 6 1 17 6 18 6 16 4 8 2 4 2 10 4 12 5 1 17 6 19 1 5 14 5 1 19 6 16 4 8 4 16 6 19 1 5 14 5 1 19 6 17
OSO (11, 91) (73, 299) - 1 7 18 6 14 4 10 4 10 4 13
OSO (13, 97) (73, 794) - 1 5 14 4 12 4 10 4 15 1 6 1 20
OSO (23, 189) (73, 49) - 1 6 1 17 4 6 2 8 4 16 6 20 6 15 1 7 20 6 17 1 6 1 18
CS (62, 484) (73, 684) - 1 5 12 4 12 5 1 18 1 6 1 15 4 8 2 4 2 8 4 14 5 1 19 6 16 6 18 6 15 1 7 20 7 1 14 1 7 20 7 1 15 6 18 6 16 6 19 1 5 14 4 8 2 4 2 8 4 15 1 6 1 18
CS (38, 332) (74, 2051) - 1 5 12 4 12 4 12 4 12 4 12 4 12 5 1 17 4 8 4 16 6 20 7 1 15 6 20 6 15 1 7 20 6 16 4 8 4 17
CS (54, 460) (74, 1592) - 1 5 12 4 12 4 12 4 12 4 12 4 12 4 12 4 12 4 12 4 12 5 1 17 4 8 4 16 4 8 4 16 6 20 7 1 15 6 20 6 15 1 7 20 6 16 4 8 4 16 4 8 4 17
CS (68, 500) (74, 508) - 1 5 12 4 14 4 10 4 15 1 6 1 20 1 5 15 1 6 1 20 1 6 1 15 5 1 20 1 5 14 4 12 4 12 4 12 4 14 5 1 20 1 5 15 1 6 1 20 1 6 1 15 5 1 20 1 6 1 15 4 10 4 14 4 12 5 1 18
OSO (15, 125) (75, 970) - 1 5 14 4 10 4 16 6 19 1 5 14 5 1 20
CS (36, 316) (75, 238) - 1 5 14 5 1 19 6 16 4 8 4 16 5 1 21 6 14 4 10 4 14 4 10 4 14 6 21 1 5 16 4 8 4 16 6 19
